gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,0,0,28,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,0,Credit card (automatic),101.67,2805.48,1
Male,0,1,0,10,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),100.98,962.64,0
Female,0,1,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,30.58,1678.36,1
Male,0,1,1,71,1,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,0,Credit card (automatic),97.79,6948.26,0
Male,0,0,0,35,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,1,Credit card (automatic),111.26,4079.86,0
Female,0,1,0,2,1,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,77.93,149.98,1
Male,0,0,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),39.93,2698.48,1
Male,0,1,1,23,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),96.13,2189.95,1
Male,0,1,0,24,1,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),101.36,2460.75,0
Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,0,Electronic check,115.49,114.24,1
Male,1,0,0,17,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),86.88,1495.58,1
Male,0,1,1,22,1,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,1,Electronic check,86.26,1815.21,0
Female,0,0,1,29,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,82.98,2329.16,1
Male,0,1,0,45,1,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,83.43,3593.22,1
Male,0,0,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,91.1,850.65,1
Male,0,1,0,2,1,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,1,Mailed check,116.57,240.1,1
Male,0,0,0,63,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,105.85,6513.01,1
Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,114.71,823.37,1
Female,0,1,0,37,1,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),77.01,2937.94,1
Female,0,0,1,68,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Electronic check,115.65,8140.3,0
Male,0,0,1,0,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,75.54,0.0,1
Male,0,1,0,3,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Mailed check,118.75,372.96,0
Male,0,0,0,4,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Mailed check,101.26,420.93,1
Female,1,0,0,0,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Mailed check,92.79,0.0,1
Female,1,0,0,0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,96.59,0.0,1
Male,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),30.31,217.2,0
Male,0,0,0,34,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Bank transfer (automatic),105.36,3628.21,0
Female,0,0,0,2,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,0,Electronic check,99.36,207.57,1
Male,0,0,1,30,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,57.07,1704.25,0
Female,0,1,0,22,1,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,1,Mailed check,99.89,2217.03,0
Female,1,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,37.27,150.1,1
Male,0,1,0,41,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),105.14,4105.58,0
Female,0,0,0,71,1,Yes,DSL,No,No,Yes,No,No,No,Two year,1,Bank transfer (automatic),78.47,5411.85,1
Male,0,0,0,13,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),86.55,1089.41,0
Male,0,1,0,1,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),63.57,62.65,1
Male,0,1,0,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,36.15,2509.08,0
Male,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,45.96,270.89,0
Male,0,1,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,109.16,0.0,1
Male,0,0,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,34.44,465.43,0
Female,1,1,0,17,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),51.28,872.33,0
Female,0,0,0,7,1,Yes,DSL,No,Yes,No,No,No,No,One year,0,Bank transfer (automatic),67.87,475.53,0
Female,1,0,0,44,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),95.72,4041.96,0
Female,0,0,1,56,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,1,Electronic check,99.98,5657.97,0
Male,0,1,0,14,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,1,Electronic check,108.61,1593.25,0
Female,0,0,0,13,1,No,Fiber optic,No,No,No,No,No,Yes,Two year,1,Mailed check,92.11,1184.5,0
Female,0,1,1,46,1,No phone service,DSL,No,No,No,No,No,No,Two year,0,Mailed check,61.76,2745.07,0
Female,0,0,0,54,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),35.72,2024.45,0
Male,0,0,0,0,1,No,DSL,No,Yes,No,Yes,No,Yes,Two year,1,Electronic check,81.6,0.0,0
Female,0,1,0,8,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,71.35,556.13,1
Male,0,1,0,26,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),74.74,2016.56,0
Female,0,1,0,7,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),92.06,620.34,1
Male,0,0,1,4,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.01,306.1,1
Male,0,1,0,5,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Credit card (automatic),118.75,609.02,1
Female,0,0,0,0,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,1,Mailed check,116.04,0.0,0
Male,0,1,0,33,1,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,0,Mailed check,93.25,3055.75,0
Male,0,0,0,8,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,101.81,779.49,1
Female,0,1,0,22,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),21.71,483.58,0
Female,1,1,0,53,1,No,DSL,No,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),69.44,3777.73,0
Female,0,1,0,19,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,96.51,1838.53,0
Male,0,0,0,49,1,No,DSL,No,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),70.05,3395.45,0
Male,1,0,0,52,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,96.32,5097.67,0
Male,1,1,0,38,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,75.36,2855.79,1
Female,0,1,1,18,1,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,1,Electronic check,99.88,1848.48,0
Male,1,1,0,8,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,107.48,817.38,1
Male,0,0,1,65,1,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),109.78,7213.05,0
Male,0,1,0,6,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,93.84,582.5,0
Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),81.03,247.5,1
Male,0,0,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),24.61,272.55,1
Male,0,0,0,66,1,No,DSL,No,No,No,No,Yes,No,Two year,1,Bank transfer (automatic),75.81,4865.01,0
Male,0,0,1,63,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,108.8,6889.31,0
Female,1,1,0,31,1,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Mailed check,94.35,3016.99,1
Female,0,0,0,16,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,115.18,1908.88,0
Female,0,1,1,14,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),39.86,565.74,0
Male,0,1,0,4,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),93.08,390.35,0
Male,0,0,0,70,1,No,Fiber optic,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),83.71,5636.26,0
Female,0,1,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.0,611.01,1
Male,0,1,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),94.25,809.52,1
Female,1,1,0,42,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),70.07,3047.21,0
Male,0,1,1,21,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),18.25,393.89,0
Male,0,1,0,0,0,No phone service,DSL,Yes,No,No,No,No,No,Two year,0,Electronic check,52.54,0.0,0
Female,0,1,0,0,1,No,DSL,No,No,No,No,No,Yes,Two year,1,Electronic check,69.52,0.0,1
Female,0,1,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),31.91,154.99,1
Female,1,0,1,29,1,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,69.4,1954.74,0
Female,0,0,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,28.83,1470.33,0
Female,0,0,0,5,0,No phone service,DSL,No,No,No,No,No,Yes,One year,0,Bank transfer (automatic),62.77,314.55,0
Male,0,0,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),29.84,1272.29,0
Male,0,0,0,10,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,102.42,981.11,0
Male,0,0,0,50,0,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,86.78,4302.94,0
Female,0,0,0,49,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,0,Bank transfer (automatic),118.75,5607.1,0
Female,0,0,0,24,1,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,1,Mailed check,92.19,2180.44,0
Female,0,1,0,35,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),87.2,2940.65,0
Female,0,0,0,18,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Credit card (automatic),108.87,1967.9,1
Female,0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),34.77,498.86,0
Female,0,0,0,13,0,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,1,Bank transfer (automatic),90.03,1119.03,0
Male,0,0,1,63,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,21.3,1384.37,1
Male,1,1,1,18,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,31.56,544.43,1
Male,0,1,0,36,1,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),90.89,3425.52,1
Male,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,45.57,459.25,0
Male,0,0,1,61,1,No,DSL,No,No,No,No,Yes,No,Two year,1,Bank transfer (automatic),74.31,4439.58,0
Female,0,1,0,7,1,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,0,Electronic check,105.36,720.71,1
Female,0,1,0,63,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,102.36,6554.99,1
Female,1,0,0,5,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,48.72,252.44,1
Female,0,1,0,52,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.96,1040.13,1
Female,0,1,0,13,1,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),83.01,1107.73,1
Female,0,1,1,29,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Mailed check,108.49,3283.3,0
Male,1,1,0,31,1,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),71.38,2236.09,0
Female,0,1,0,4,1,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,96.33,382.3,1
Female,0,0,0,68,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,115.25,7532.29,1
Female,1,1,0,52,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),118.09,6258.0,0
Female,0,1,1,27,1,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),103.07,2880.85,0
Male,0,0,0,42,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,94.16,3763.92,0
Male,0,0,0,17,1,No,Fiber optic,No,No,No,No,No,Yes,Two year,0,Electronic check,96.45,1663.71,1
Female,0,1,0,26,0,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),65.44,1627.88,0
Male,0,0,1,12,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),94.12,1179.44,1
Male,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,35.13,452.79,0
Female,0,0,1,46,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),88.79,3955.82,0
Female,0,0,0,24,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,103.54,2410.98,1
Female,0,0,0,1,1,Yes,DSL,No,No,Yes,No,No,Yes,Two year,1,Mailed check,92.69,88.89,0
Female,0,1,0,39,1,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),84.84,3360.92,0
Female,0,0,0,39,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),51.87,2099.52,0
Male,0,0,0,20,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,44.63,881.98,1
Female,0,1,1,4,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,86.73,347.99,1
Female,0,0,0,19,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,118.75,2201.85,0
Female,0,0,0,19,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,90.62,1769.39,1
Male,0,0,1,24,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,118.75,2892.6,0
Female,0,1,1,38,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),99.82,3982.15,1
Female,0,1,0,63,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),109.89,7166.22,1
Female,0,0,0,16,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),28.65,441.93,0
Male,0,1,0,4,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),18.67,77.25,1
Female,0,0,0,27,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,47.73,1231.22,0
Female,0,1,0,2,1,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,79.5,153.42,1
Female,0,0,0,34,1,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,82.35,2767.66,0
Male,0,0,1,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),94.09,182.34,1
Female,0,1,0,12,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,118.75,1394.39,0
Female,0,1,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,37.96,503.85,1
Female,0,1,0,20,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),41.54,835.86,0
Male,1,1,0,31,1,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,0,Mailed check,102.61,3148.77,0
Female,0,0,0,33,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,72.37,2423.08,1
Female,0,0,0,8,1,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,1,Electronic check,84.78,644.34,0
Female,0,1,0,16,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,106.56,1769.58,0
Male,0,1,0,34,1,Yes,DSL,No,No,No,No,Yes,No,One year,0,Bank transfer (automatic),81.27,2733.99,0
Male,0,1,1,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),51.85,207.17,0
Female,0,0,0,54,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,96.3,5001.12,0
Male,0,1,1,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),36.34,1975.57,0
Male,0,0,1,10,1,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Mailed check,92.65,972.36,1
Male,0,0,0,42,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),64.69,2789.34,0
Female,0,0,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,0,Bank transfer (automatic),98.95,1526.13,0
Female,1,0,0,18,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,23.97,450.01,0
Male,0,0,0,50,0,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),77.95,3930.42,0
Male,1,0,1,14,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,47.93,695.58,0
Male,0,0,1,26,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),104.89,2705.9,0
Female,1,1,1,49,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.5,1221.82,1
Female,0,0,0,26,0,No phone service,DSL,No,No,No,No,No,Yes,Two year,0,Bank transfer (automatic),68.28,1690.31,0
Male,0,1,1,30,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),110.98,3478.75,1
Male,0,0,1,12,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),89.38,1035.43,1
Male,1,0,0,22,1,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.98,1922.29,0
Male,0,0,1,27,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,106.61,2814.67,1
Female,0,0,1,46,1,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,97.52,4517.66,0
Male,1,1,0,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,48.06,3424.13,1
Female,0,0,0,25,0,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,73.13,1800.82,1
Male,0,1,0,20,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Electronic check,118.16,2347.16,0
Male,1,1,0,10,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.48,187.86,1
Male,0,1,0,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),37.09,515.14,0
